Item SKU,Store,Supplier,Cost per Unit ($),On Hand,Annual Demand
5159,031779,C,97.50,134,1169
5161,01611,C,80.60,39,374
5161,01611,D,120.68,194,1654
5161,020109,B,90.92,96,836
5161,020109,C,306.64,153,1310
5161,031779,B,33.09,10,98
5161,031779,C,122.12,21,192
5161,080212,B,28.47,193,1890
5164,01611,C,256.65,118,1024
5164,020109,C,255.24,189,1834
5164,031779,C,147.57,173,1590
5164,031779,D,320.67,61,584
5166,003480,B,286.59,102,994
5166,01611,B,298.64,162,1655
5166,020109,B,109.38,33,351
5166,080212,C,298.32,33,300
5169,003480,A,165.59,92,871
5169,003480,D,276.67,120,1148
5169,01611,B,274.63,127,1083
5169,01611,C,260.42,25,254
5169,080212,A,141.78,92,852
5169,080212,B,158.41,3,25
5175,01611,A,114.77,191,1812
5175,020109,A,15.13,118,1016
5175,020109,C,51.14,40,363
5175,020109,D,62.96,19,193
5175,080212,A,90.66,2,20
5175,080212,B,26.94,128,1091
5180,003480,B,182.80,73,621
5180,01611,B,72.35,39,386
5180,01611,C,245.15,65,694
5180,01611,D,67.74,187,1683
5180,020109,B,243.54,136,1396
5180,031779,C,44.11,33,290
5180,031779,D,283.63,93,966
5189,003480,C,174.70,7,62
5189,020109,A,146.43,174,1717
5189,020109,B,242.92,67,714
5189,020109,C,42.90,70,735
5189,020109,D,369.71,136,1231
5189,031779,A,338.93,192,1646
5189,031779,C,13.17,94,912
5195,01611,A,39.86,168,1770
5195,01611,B,194.67,103,972
5195,020109,A,85.66,71,761
5195,020109,C,336.01,71,766
5195,031779,A,197.92,86,854
5195,031779,B,57.75,136,1145
5195,080212,A,150.03,83,716
5196,01611,A,180.42,33,314
5196,01611,C,363.09,193,1944
5196,020109,B,57.99,69,731
5196,020109,C,284.90,34,311
5196,080212,A,215.93,11,94
5196,080212,B,337.85,6,60
5196,080212,D,184.23,133,1221
5200,003480,A,102.72,148,1422
5200,003480,C,299.18,30,262
5200,020109,D,35.68,138,1367
5200,080212,A,131.16,153,1513
5200,080212,C,179.81,55,518
5201,003480,B,128.70,121,1079
5201,020109,C,257.05,29,253
5201,020109,D,156.26,117,1070
5201,080212,A,365.19,114,1078
5201,080212,B,68.24,199,2029
5201,080212,D,19.93,143,1493
5208,003480,A,344.07,19,204
5208,003480,B,373.61,33,343
5208,003480,D,227.88,0,0
5208,01611,A,202.46,56,506
5208,01611,B,22.69,187,1660
5208,01611,D,53.81,122,1284
5208,031779,A,80.58,29,288
5209,003480,A,36.54,9,78
5209,003480,B,117.31,54,495
5209,003480,C,368.90,109,1175
5209,003480,D,6.77,70,742
5209,01611,A,127.68,47,423
5209,01611,C,290.71,156,1598
5209,020109,A,188.66,40,367
5209,020109,B,288.69,41,401
5209,020109,D,38.76,66,612
5209,031779,A,52.41,140,1467
5209,031779,D,12.04,95,803
5209,080212,A,341.19,163,1371
5210,01611,A,394.16,77,747
5210,01611,C,342.33,41,350
5210,020109,C,349.33,55,560
5210,031779,A,111.63,127,1148
5210,031779,B,323.89,64,661
5210,031779,D,407.24,3,30
5210,080212,C,239.37,135,1428
5219,003480,A,163.67,79,848
5219,003480,D,126.85,131,1320
5219,01611,B,144.73,51,485
5219,01611,D,94.68,40,419
5219,031779,A,432.65,119,1220
5219,031779,C,244.07,60,623
5220,003480,A,149.57,73,754
5220,003480,C,298.25,87,788
5220,01611,B,416.68,43,433
5220,020109,C,216.61,136,1278
5220,031779,A,367.08,135,1343
5220,080212,A,341.97,10,107
5220,080212,B,201.97,166,1448
5231,003480,C,304.66,37,364
5231,003480,D,351.49,176,1681
5231,020109,A,213.50,74,689
5231,031779,A,287.66,153,1480
5231,031779,B,407.05,38,404
5231,031779,D,292.21,123,1040
5233,003480,A,126.35,25,245
5233,003480,C,364.45,2,18
5233,01611,C,11.37,137,1190
5233,031779,B,19.03,32,288
5233,031779,C,317.98,24,249
5233,031779,D,415.89,95,836
5233,080212,C,105.80,93,916
5243,003480,B,154.78,147,1510
5243,003480,C,251.47,138,1378
5243,003480,D,307.50,98,964
5243,020109,A,430.37,165,1413
5243,020109,B,29.46,172,1543
5243,031779,A,74.30,92,788
5243,031779,B,275.10,110,1105
5243,031779,D,470.30,3,27
5243,080212,A,58.30,24,228
5243,080212,D,265.29,43,387
5244,003480,B,415.12,120,1199
5244,01611,A,373.93,193,1640
5244,01611,C,403.09,55,523
5244,020109,B,167.33,111,1177
5244,031779,A,237.67,163,1504
5244,031779,C,141.11,156,1431
5244,080212,C,388.51,185,1958
5245,003480,C,98.65,50,464
5245,020109,A,197.00,118,1097
5245,020109,C,216.73,192,1867
5245,031779,B,59.53,106,929
5245,080212,B,482.90,42,446
5245,080212,C,370.68,138,1395
5245,080212,D,413.50,120,1225
5247,003480,A,68.30,106,1055
5247,003480,B,312.87,65,686
5247,003480,C,177.03,195,1661
5247,003480,D,285.92,181,1600
5247,031779,A,259.23,172,1664
5247,080212,A,210.10,131,1383
5247,080212,C,125.86,147,1452
5252,003480,A,254.01,162,1538
5252,003480,B,185.16,109,1081
5252,01611,A,144.25,104,1021
5252,01611,B,129.39,37,332
5252,01611,C,423.72,145,1475
5252,020109,A,441.25,167,1745
5252,020109,C,202.79,105,1074
5252,031779,B,89.99,89,878
5253,003480,A,49.66,189,1707
5253,01611,A,23.26,192,1931
5253,020109,B,427.05,24,218
5253,031779,C,178.93,147,1290
5253,080212,A,52.77,99,900
5253,080212,B,461.90,147,1471
5253,080212,D,286.61,65,616
5258,003480,B,340.23,199,1728
5258,01611,B,242.56,61,530
5258,01611,D,201.62,185,1947
5258,020109,A,261.73,198,1679
5258,020109,C,428.79,138,1405
5258,020109,D,120.10,23,242
5258,080212,A,487.40,193,1997
5258,080212,B,144.80,26,262
5260,003480,A,344.63,187,1818
5260,01611,C,30.56,4,39
5260,01611,D,213.75,22,220
5260,020109,A,361.15,29,305
5260,020109,B,277.25,4,39
5260,031779,C,395.82,193,1728
5260,031779,D,470.14,63,626
5260,080212,A,126.13,95,900
5260,080212,C,447.67,62,590
5265,003480,C,218.33,183,1799
5265,01611,A,53.44,116,1135
5265,01611,B,287.82,147,1514
5265,01611,C,261.77,84,719
5265,01611,D,523.29,48,487
5265,020109,A,81.53,87,936
5265,031779,B,4.22,4,35
5265,031779,C,473.66,128,1198
5266,003480,A,105.96,45,406
5266,003480,C,249.04,123,1217
5266,020109,B,527.56,58,577
5266,031779,C,287.09,41,346
5266,080212,A,458.43,15,151
5266,080212,B,272.12,167,1664
5266,080212,D,148.52,105,951
5268,01611,C,256.64,25,227
5268,020109,A,527.80,131,1243
5268,020109,B,460.12,194,1964
5268,031779,A,276.49,134,1204
5268,031779,B,62.67,125,1184
5268,080212,A,62.50,194,1723
5268,080212,B,466.54,14,147
5279,003480,A,129.71,85,896
5279,01611,C,284.38,141,1334
5279,020109,B,511.90,41,386
5279,020109,C,483.02,96,813
5279,031779,B,43.10,29,247
5279,080212,A,3.05,177,1812
5279,080212,D,326.44,71,758
5281,003480,B,114.21,13,121
5281,031779,B,110.47,10,86
5281,031779,C,59.62,47,497
5281,031779,D,217.77,118,1198
5281,080212,B,123.56,126,1291
5281,080212,C,228.15,196,1943
5281,080212,D,246.38,121,1186
5284,003480,B,146.75,159,1492
5284,003480,D,77.18,11,115
5284,01611,A,221.43,31,333
5284,01611,B,324.93,115,1141
5284,01611,D,241.49,156,1678
5284,020109,C,170.58,61,573
5284,031779,A,365.48,51,443
5284,031779,C,153.41,109,1044
5284,080212,B,242.56,52,555
5286,003480,C,482.93,61,544
5286,01611,B,458.23,78,681
5286,01611,C,62.98,43,409
5286,020109,C,308.63,112,968
5286,031779,C,154.16,11,118
5286,080212,B,365.29,183,1815
5286,080212,D,514.21,33,324
5287,003480,C,204.54,23,201
5287,01611,A,531.11,92,993
5287,01611,B,347.95,25,212
5287,01611,C,274.15,186,1888
5287,01611,D,180.88,14,118
5287,020109,A,308.72,75,645
5287,080212,A,301.02,162,1566
5289,003480,A,175.42,56,570
5289,01611,A,455.00,41,423
5289,01611,B,137.12,163,1386
5289,01611,D,88.51,23,198
5289,020109,A,214.94,199,1801
5289,020109,C,536.87,5,47
5289,031779,C,432.48,34,355
5289,080212,C,499.55,133,1359
5301,01611,A,31.45,72,606
5301,020109,B,92.53,114,1128
5301,031779,A,283.39,146,1385
5301,031779,B,572.80,73,690
5301,080212,A,281.99,12,105
5301,080212,C,63.26,65,599
5301,080212,D,243.96,36,369
5309,003480,A,295.14,185,1756
5309,003480,C,236.69,175,1734
5309,01611,B,400.51,66,703
5309,020109,C,499.20,181,1616
5309,020109,D,335.15,108,1093
5309,031779,B,78.96,85,813
5310,003480,B,125.41,172,1639
5310,01611,B,74.31,171,1650
5310,01611,C,520.66,174,1626
5310,020109,A,474.89,180,1804
5310,020109,B,271.63,2,19
5310,031779,A,609.82,52,535
5310,031779,B,527.25,96,937
5310,031779,C,320.79,166,1484
5317,003480,B,202.35,78,722
5317,003480,D,44.92,17,167
5317,01611,A,320.06,195,1951
5317,01611,B,392.57,196,2116
5317,031779,A,285.86,70,737
5324,003480,A,28.17,103,931
5324,003480,B,167.01,124,1065
5324,003480,C,300.92,76,743
5324,01611,A,3.00,197,1674
5324,031779,C,369.22,31,305
5324,080212,C,553.72,24,248
5324,080212,D,408.26,119,1159
5335,01611,C,222.22,126,1069
5335,020109,A,312.49,55,514
5335,020109,B,362.34,150,1512
5335,031779,A,153.99,40,422
5335,031779,B,379.08,156,1655
5335,031779,C,198.51,80,800
5335,080212,B,247.29,35,359
5335,080212,D,541.45,163,1526
5338,003480,A,357.61,164,1522
5338,003480,B,168.74,140,1344
5338,003480,C,454.81,165,1533
5338,01611,B,657.06,34,299
5338,020109,C,121.93,65,680
5338,020109,D,465.23,134,1345
5338,031779,B,88.12,86,868
5345,003480,A,381.80,199,1888
5345,003480,B,114.75,94,921
5345,01611,C,391.47,133,1265
5345,020109,A,548.58,76,648
5345,020109,C,674.16,107,1107
5345,031779,A,503.27,177,1632
5345,031779,B,357.12,62,642
5345,031779,C,318.26,189,1606
5345,031779,D,683.46,45,402
5345,080212,A,642.41,125,1278
5345,080212,B,275.95,169,1493
5346,003480,A,63.36,176,1581
5346,003480,D,0.71,38,321
5346,01611,A,290.47,181,1890
5346,031779,A,344.01,92,833
5346,080212,A,353.32,37,340
5346,080212,B,16.50,18,175
5357,003480,B,551.35,153,1506
5357,003480,C,386.61,127,1345
5357,003480,D,86.46,176,1646
5357,01611,B,431.66,156,1673
5357,020109,A,499.66,97,1034
5357,020109,B,707.71,23,241
5357,020109,D,503.53,159,1422
5357,031779,C,629.79,22,203
5358,003480,A,134.42,16,155
5358,003480,B,33.83,11,103
5358,003480,D,59.20,183,1709
5358,01611,C,241.18,178,1673
5358,031779,A,580.57,28,282
5358,031779,C,518.53,87,761
5358,080212,A,480.00,197,2060
5359,003480,C,486.86,68,614
5359,01611,A,354.28,47,434
5359,01611,C,423.94,60,508
5359,031779,A,303.53,180,1626
5359,031779,B,30.57,6,62
5359,031779,C,345.50,198,2114
5359,080212,A,37.27,2,19
5363,003480,C,496.79,37,324
5363,01611,D,274.67,78,708
5363,020109,B,587.08,58,618
5363,031779,A,144.21,14,125
5363,031779,B,609.54,4,41
5365,003480,C,173.74,147,1472
5365,020109,A,482.25,195,1811
5365,020109,B,199.64,35,298
5365,031779,A,722.58,154,1494
5365,031779,D,270.96,82,760
5372,01611,B,247.23,159,1477
5372,01611,C,253.46,127,1098
5372,031779,C,735.74,54,488
5372,031779,D,193.91,181,1671
5372,080212,B,589.41,66,645
5372,080212,C,551.22,142,1298
5372,080212,D,341.91,83,812
5378,003480,A,422.96,67,592
5378,01611,B,114.40,187,1717
5378,01611,D,692.77,192,2004
5378,020109,A,447.00,12,102
5378,020109,B,336.78,115,1069
5378,020109,C,104.44,50,523
5378,031779,A,83.50,74,784
5378,031779,B,367.22,178,1848
5378,080212,A,494.21,178,1707
5378,080212,C,657.10,28,300
5380,003480,B,640.58,36,312
5380,003480,D,472.56,135,1413
5380,01611,C,524.63,21,203
5380,031779,A,86.43,104,1021
5380,031779,B,465.73,158,1520
5380,031779,C,366.72,9,80
5380,080212,C,48.37,120,1032
5384,020109,B,726.32,40,382
5384,020109,C,93.20,70,616
5384,020109,D,323.75,97,981
5384,031779,A,329.79,185,1969
5384,031779,C,548.31,171,1768
5384,031779,D,621.36,0,0
5384,080212,C,448.18,56,547
5386,003480,B,98.48,88,780
5386,003480,C,178.44,180,1784
5386,003480,D,542.63,166,1735
5386,01611,C,671.42,155,1572
5386,020109,A,343.91,16,148
5386,020109,B,721.19,13,110
5386,020109,D,726.07,142,1526
5386,031779,A,540.08,16,169
5386,031779,B,644.14,66,661
5386,031779,C,322.47,191,1931
5386,080212,B,2.35,35,344
5386,080212,C,106.62,105,1119
5386,080212,D,471.28,131,1352
5389,003480,B,659.32,93,790
5389,020109,B,7.15,23,220
5389,031779,A,25.51,151,1285
5389,080212,A,342.26,83,741
5389,080212,C,136.83,74,773
5389,080212,D,585.55,181,1892
5392,003480,C,658.35,53,508
5392,003480,D,317.05,90,957
5392,01611,B,667.96,52,467
5392,01611,C,731.01,119,1157
5392,020109,B,329.38,160,1533
5392,020109,D,363.02,178,1642
5392,031779,B,464.19,129,1373
5392,031779,C,228.00,49,439
5392,080212,C,715.87,60,618
5400,003480,B,659.37,104,986
5400,01611,A,488.90,150,1355
5400,01611,C,124.23,159,1684
5400,01611,D,791.98,108,967
5400,020109,A,448.14,23,196
5400,031779,C,178.55,136,1417
5401,003480,A,54.36,149,1545
5401,003480,C,21.33,148,1302
5401,003480,D,198.45,52,463
5401,01611,A,659.41,71,690
5401,01611,B,205.87,26,254
5401,020109,A,523.07,15,155
5401,031779,B,120.46,179,1539
5401,080212,C,108.48,71,669
5405,003480,A,662.54,23,234
5405,003480,D,119.62,45,443
5405,01611,A,347.37,70,695
5405,01611,B,488.67,134,1203
5405,020109,B,510.05,94,792
5405,080212,A,267.42,94,896
5405,080212,C,1.22,55,541
5412,003480,A,747.73,198,1690
5412,003480,C,494.35,104,1014
5412,003480,D,453.36,134,1228
5412,031779,B,1.93,60,546
5412,031779,C,579.22,122,1155
5412,031779,D,808.92,152,1478
5412,080212,A,661.30,152,1629
5413,003480,C,677.71,82,855
5413,01611,C,624.29,188,1634
5413,020109,A,321.30,2,19
5413,020109,C,755.88,164,1524
5413,020109,D,562.55,76,663
5415,003480,A,352.65,57,543
5415,003480,B,63.03,98,1001
5415,003480,C,654.28,84,900
5415,003480,D,99.94,126,1313
5415,01611,A,492.39,180,1790
5415,01611,C,547.55,122,1145
5415,020109,A,598.95,16,150
5415,020109,C,161.79,28,297
5415,031779,A,274.18,24,239
5415,031779,C,709.51,189,1593
5418,003480,B,417.28,169,1821
5418,003480,D,340.09,39,386
5418,020109,A,793.23,7,74
5418,031779,A,726.43,3,25
5418,031779,B,585.85,93,913
5427,003480,B,91.01,92,985
5427,01611,B,257.48,172,1838
5427,01611,C,189.51,125,1070
5427,020109,A,3.27,55,512
5427,020109,D,290.37,132,1222
5427,031779,B,71.12,27,283
5436,01611,A,275.08,20,174
5436,01611,D,244.48,47,460
5436,031779,B,206.57,97,1043
5436,031779,C,387.02,148,1493
5436,080212,C,24.28,161,1440
5436,080212,D,770.99,49,425
5437,003480,A,852.71,96,872
5437,003480,D,103.30,116,1069
5437,01611,A,827.86,40,421
5437,01611,B,242.91,176,1725
5437,01611,C,681.25,10,93
5437,01611,D,5.72,116,1055
5437,020109,C,559.93,99,1045
5437,031779,A,204.95,12,108
5437,031779,B,780.68,66,601
5437,031779,C,557.48,66,686
5437,080212,B,355.04,189,1779
5437,080212,C,96.78,3,30
5440,003480,A,393.43,132,1394
5440,020109,B,338.63,21,191
5440,020109,C,148.00,53,551
5440,031779,B,0.77,178,1600
5440,031779,D,552.19,78,727
5440,080212,A,836.19,107,931
5440,080212,C,773.35,150,1431
5444,003480,B,50.42,12,121
5444,003480,C,216.48,63,548
5444,003480,D,23.88,130,1100
5444,020109,B,684.95,97,1026
5444,031779,C,767.28,43,403
5444,080212,B,224.39,165,1736
5457,003480,B,650.76,186,1841
5457,003480,C,480.99,119,1153
5457,003480,D,195.38,72,638
5457,020109,A,440.03,54,574
5457,020109,B,757.54,57,520
5457,031779,A,643.67,15,144
5457,031779,C,777.52,73,700
5459,003480,C,836.90,105,1051
5459,01611,B,90.39,155,1417
5459,01611,C,383.24,184,1826
5459,031779,B,751.45,94,981
5459,031779,C,746.10,174,1542
5459,080212,A,656.65,173,1596
5459,080212,B,238.00,160,1402
5460,01611,A,918.97,180,1594
5460,01611,B,869.56,139,1269
5460,01611,D,411.62,112,1180
5460,020109,B,309.87,55,587
5460,031779,A,775.78,180,1861
5460,031779,C,76.48,60,544
5460,080212,A,50.32,144,1392
5464,003480,C,185.49,105,947
5464,01611,A,327.18,74,692
5464,01611,C,768.10,177,1490
5464,020109,A,671.39,52,484
5464,031779,B,232.10,164,1391
5464,031779,C,465.17,16,143
5464,080212,B,5.12,85,851
5464,080212,C,575.12,158,1705
5466,01611,A,452.64,22,234
5466,01611,B,238.29,78,770
5466,020109,C,385.31,32,320
5466,031779,A,546.04,151,1451
5466,031779,B,926.08,172,1717
5466,031779,C,452.82,138,1268
5466,031779,D,450.37,157,1415
5470,003480,A,317.83,30,318
5470,020109,A,214.48,113,968
5470,020109,C,369.92,102,948
5470,020109,D,929.08,32,295
5470,031779,B,935.13,148,1416
5470,080212,B,707.07,124,1141
5470,080212,C,403.39,87,751
5473,003480,A,329.19,71,630
5473,003480,B,471.45,67,579
5473,01611,B,227.81,71,691
5473,01611,C,183.83,77,785
5473,020109,C,763.92,118,1116
5473,031779,A,237.84,3,28
5473,031779,B,870.64,192,1684
5484,003480,B,867.15,39,412
5484,003480,C,436.77,196,2035
5484,01611,B,455.50,92,779
5484,01611,C,8.93,72,673
5484,01611,D,431.68,151,1528
5484,020109,A,942.32,47,468
5484,020109,B,125.95,121,1028
5484,020109,C,792.80,129,1345
5484,020109,D,700.74,44,460
5484,031779,A,767.97,125,1328
5484,031779,B,625.48,172,1692
5484,031779,C,499.87,39,393
5484,080212,A,462.28,70,673
5484,080212,B,843.67,163,1523
5484,080212,C,494.80,155,1426
5484,080212,D,146.30,105,910
5486,003480,A,837.50,81,738
5486,01611,A,142.32,28,240
5486,01611,C,816.24,85,880
5486,020109,A,947.21,127,1110
5486,020109,B,91.50,17,173
5486,020109,D,62.75,17,154
5486,031779,B,794.30,22,206
5486,031779,D,65.36,24,243
5486,080212,A,817.47,49,435
5486,080212,B,884.94,184,1982
5486,080212,D,579.33,103,958
5491,003480,C,472.53,93,901
5491,01611,A,958.08,148,1575
5491,01611,C,501.33,99,861
5491,01611,D,641.94,69,652
5491,020109,B,753.02,183,1833
5491,031779,A,927.41,10,85
5491,031779,B,101.07,111,1065
5491,080212,B,398.54,28,244
5493,003480,A,680.39,133,1236
5493,003480,B,239.79,200,2125
5493,003480,D,35.09,89,837
5493,01611,B,900.56,83,771
5493,01611,C,129.58,41,389
5493,020109,C,571.19,137,1316
5493,080212,C,187.25,137,1292
5496,003480,C,256.91,193,2075
5496,01611,A,875.79,154,1514
5496,01611,B,984.98,21,218
5496,01611,C,297.55,31,284
5496,01611,D,172.67,175,1480
5496,020109,C,910.77,89,771
5496,031779,B,30.51,11,113
5496,031779,D,776.57,117,1079
5496,080212,C,274.53,3,27
5503,003480,B,302.59,135,1195
5503,020109,B,146.10,82,815
5503,020109,C,40.46,81,829
5503,020109,D,123.77,122,1195
5503,031779,A,795.08,36,337
5503,031779,B,907.09,11,105
5503,080212,C,660.43,167,1487
5505,003480,B,461.23,150,1585
5505,01611,B,131.78,127,1085
5505,020109,A,955.06,177,1623
5505,020109,C,67.53,81,746
5505,031779,A,279.15,122,1077
5505,080212,A,856.33,41,355
5505,080212,B,375.19,111,1093
5508,003480,C,1003.40,156,1675
5508,01611,A,735.12,186,1956
5508,01611,C,147.77,55,518
5508,020109,A,705.45,119,1076
5508,020109,B,991.36,155,1316
5508,020109,D,921.58,163,1409
5508,080212,A,138.88,67,597
5514,003480,A,197.65,8,69
5514,01611,B,900.89,28,278
5514,01611,C,224.16,181,1538
5514,020109,A,643.77,115,1167
5515,003480,C,876.94,200,1859
5515,01611,A,512.54,63,585
5515,020109,C,641.26,159,1595
5515,031779,A,486.34,103,965
5515,031779,B,539.60,28,297
5515,080212,A,909.78,152,1501
5515,080212,D,832.57,143,1525
5518,003480,A,263.65,196,1907
5518,01611,A,606.38,1,9
5518,020109,A,839.64,140,1339
5518,031779,C,624.04,134,1175
5518,031779,D,850.80,183,1640
5518,080212,A,51.52,190,1705
5518,080212,B,618.53,152,1410
5523,003480,A,520.03,90,823
5523,003480,C,312.76,110,1006
5523,020109,A,23.59,179,1700
5523,020109,B,546.39,87,910
5523,031779,C,994.50,134,1413
5523,080212,A,256.00,91,930
5523,080212,C,408.20,52,487
5526,01611,B,911.85,23,200
5526,01611,C,425.88,109,1126
5526,01611,D,991.94,190,1827
5526,031779,A,636.42,16,162
5526,031779,B,677.57,192,1792
5526,031779,D,449.29,103,913
5528,003480,C,305.44,100,879
5528,01611,A,610.25,109,1003
5528,020109,B,367.94,95,948
5528,020109,C,252.53,172,1706
5528,031779,C,317.49,26,226
5528,080212,A,419.35,43,373
5528,080212,C,136.66,85,845
5540,003480,A,321.33,73,724
5540,003480,B,912.90,58,545
5540,003480,D,756.83,71,725
5540,01611,A,497.35,183,1805
5540,01611,D,754.23,86,832
5540,020109,A,783.80,162,1465
5540,020109,B,3.80,129,1305
5545,003480,B,657.66,193,1861
5545,003480,C,40.41,170,1559
5545,003480,D,759.34,28,236
5545,01611,B,540.97,112,945
5545,080212,A,1052.83,102,925
5545,080212,B,558.27,170,1775
5545,080212,C,567.21,65,633
5545,080212,D,446.26,16,167
5549,01611,B,641.66,192,1643
5549,020109,A,726.75,59,536
5549,020109,C,375.95,50,525
5549,031779,C,436.06,188,1958
5549,031779,D,526.21,79,713
5549,080212,A,1049.50,70,654
5549,080212,B,1003.51,122,1224
5549,080212,C,857.45,27,251
5549,080212,D,279.22,142,1214
5551,003480,A,589.79,57,543
5551,003480,C,640.67,3,28
5551,003480,D,705.19,18,180
5551,020109,B,535.11,70,647
5551,020109,C,123.73,166,1724
5551,031779,A,1066.62,81,682
5551,031779,C,830.08,164,1741
5551,080212,A,824.07,86,819
5557,003480,A,156.24,104,1002
5557,003480,B,447.75,93,939
5557,01611,A,646.02,103,997
5557,01611,D,179.01,30,258
5557,020109,A,1057.37,23,228
5557,031779,A,574.11,104,1001
5557,031779,D,455.40,43,383
5559,003480,B,847.16,190,1959
5559,01611,B,217.67,46,448
5559,031779,A,559.45,0,0
5559,031779,B,702.12,155,1417
5559,031779,C,858.91,195,1838
5559,080212,A,973.22,2,20
5559,080212,C,196.11,155,1318
5561,003480,A,790.05,17,145
5561,003480,C,512.33,122,1057
5561,003480,D,417.13,146,1245
5561,01611,A,494.63,81,776
5561,020109,A,61.93,138,1275
5561,020109,B,105.82,42,410
5561,031779,C,547.71,81,779
5573,003480,A,252.91,73,685
5573,003480,B,815.29,59,526
5573,003480,C,594.88,1,10
5573,003480,D,540.60,68,699
5573,01611,A,290.37,33,305
5573,020109,B,548.36,121,1164
5573,020109,D,815.49,164,1765
5579,01611,A,1097.19,140,1450
5579,01611,B,327.97,178,1840
5579,01611,D,743.61,51,452
5579,020109,A,1015.78,138,1322
5579,020109,D,645.71,121,1271
5579,031779,A,962.86,58,554
5579,080212,B,9.68,178,1827
5580,003480,A,215.78,173,1707
5580,003480,B,505.96,1,9
5580,01611,C,936.87,143,1367
5580,080212,B,200.72,157,1463
5580,080212,C,1140.06,113,1060
5580,080212,D,591.15,195,1815
5587,003480,A,603.38,32,308
5587,003480,C,988.58,127,1162
5587,031779,B,774.55,87,849
5587,031779,C,583.53,139,1334
5587,031779,D,169.59,30,317
5587,080212,A,878.70,151,1430
5587,080212,D,200.24,130,1389
5591,01611,B,738.50,155,1315
5591,01611,C,652.82,143,1334
5591,01611,D,1179.40,127,1134
5591,020109,A,915.11,91,932
5591,020109,B,531.02,88,913
5591,020109,C,513.57,186,2000
5591,031779,B,148.63,165,1462
5591,080212,C,200.24,108,1080
5595,003480,B,797.91,34,291
5595,003480,C,971.51,145,1231
5595,003480,D,473.11,7,69
5595,01611,A,587.38,58,595
5595,01611,B,1132.12,43,405
5595,01611,C,792.91,149,1478
5595,020109,A,488.98,31,288
5595,020109,C,747.92,162,1707
5595,031779,B,398.51,128,1378
5595,031779,D,344.76,12,124
5595,080212,A,1102.45,182,1913
5598,003480,A,1046.79,105,930
5598,003480,C,698.48,117,1128
5598,003480,D,475.88,70,595
5598,01611,A,895.21,153,1552
5598,01611,C,697.76,107,940
5598,01611,D,45.96,105,999
5598,020109,B,508.48,74,677
5598,031779,A,23.99,16,140
5598,031779,C,1007.71,53,490
5598,080212,B,410.07,146,1390
5598,080212,D,581.88,88,872
5604,003480,A,450.51,184,1616
5604,003480,B,120.90,199,1720
5604,003480,C,115.38,178,1749
5604,003480,D,527.61,69,675
5604,020109,C,52.10,7,75
5604,031779,A,1194.60,36,362
5604,031779,B,1006.80,19,171
5627,01611,B,473.93,107,1016
5627,01611,C,658.73,65,598
5627,020109,B,71.81,89,772
5627,020109,D,87.08,151,1575
5627,031779,A,446.43,190,1681
5627,031779,D,992.62,121,1187
5627,080212,B,1246.86,77,658
5632,003480,B,511.76,193,1787
5632,01611,C,800.90,161,1517
5632,020109,B,637.88,93,839
5632,031779,B,1201.55,87,867
5632,031779,C,578.66,157,1466
5632,080212,B,562.77,15,133
5632,080212,C,271.17,71,628
5632,080212,D,1143.83,63,586
5642,003480,A,417.77,78,660
5642,003480,B,150.44,30,265
5642,003480,D,1092.88,167,1482
5642,020109,B,1184.29,199,1908
5642,020109,D,479.52,98,895
5642,031779,B,685.73,96,869
5642,080212,C,509.24,29,262
5643,003480,A,700.05,135,1240
5643,01611,B,365.25,29,308
5643,01611,C,797.86,122,1212
5643,01611,D,1221.11,98,1008
5643,020109,A,387.49,35,348
5643,020109,C,879.48,173,1660
5643,031779,A,160.58,44,424
5643,031779,C,272.13,26,256
5647,003480,B,1065.19,143,1482
5647,003480,D,1055.28,117,1111
5647,01611,A,1153.28,55,464
5647,01611,D,453.05,26,271
5647,020109,A,795.76,58,565
5647,031779,B,161.72,70,591
5647,080212,B,440.24,135,1413
5649,020109,A,933.51,32,270
5649,020109,B,837.89,48,509
5649,020109,D,384.00,105,1116
5649,031779,A,148.45,157,1616
5649,080212,A,1092.01,59,518
5649,080212,B,1079.91,192,1686
5662,003480,A,480.99,155,1473
5662,003480,B,773.98,149,1312
5662,003480,C,1290.65,120,1267
5662,01611,A,208.55,50,469
5662,01611,C,1276.33,63,632
5662,01611,D,566.64,34,350
5662,020109,B,217.39,70,672
5662,020109,C,902.51,86,778
5662,020109,D,1229.66,52,487
5662,031779,A,407.71,81,686
5662,031779,B,1148.76,86,824
5662,031779,C,190.11,55,509
5662,031779,D,774.70,146,1324
5662,080212,B,1091.86,169,1427
5662,080212,C,815.82,53,533
5662,080212,D,404.02,38,409
5681,01611,A,542.43,75,687
5681,020109,B,745.19,148,1430
5681,031779,A,18.51,139,1232
5681,031779,C,423.50,57,540
5681,031779,D,779.13,9,93
5681,080212,C,1330.75,131,1326
5681,080212,D,323.37,32,304
5683,01611,A,505.81,69,676
5683,01611,B,922.61,76,756
5683,020109,B,1106.03,62,569
5683,020109,C,609.93,152,1471
5683,031779,A,515.50,1,9
5683,031779,B,587.10,131,1234
5683,080212,A,98.00,5,51
5698,003480,B,12.07,63,535
5698,003480,C,414.52,130,1156
5698,01611,B,204.21,176,1627
5698,020109,C,531.23,145,1264
5700,003480,A,500.11,172,1587
5700,003480,C,559.15,81,710
